Title,Video_length,Video_link,Likes,Views,Publish_date,Comments,Video_length_seconds
"In tough situations, winners know what to do- ""Keep going, Never give up""| Keep working & take care",03:30,https://www.youtube.com/watch?v=ioqXEkU4QUs,1535,19241,2021-05-13,112,210
Problems in General Physics IE Irodov Q.1.9 A boat moves relative to water with a velocity which is,17:48,https://www.youtube.com/watch?v=NmbNfXJdzu0,440,10111,2021-05-12,47,1068
Problems in General Physics IE Irodov Q.1.10 Two bodies were thrown simultaneously from the same po,08:59,https://www.youtube.com/watch?v=pmM4nf-CWOQ,426,9679,2021-05-12,45,539
"Problems in General Physics IE Irodov Q.1.8 Two boats A and B, move away from a buoy anchored at",06:56,https://www.youtube.com/watch?v=r4gFyLX74as,434,12619,2021-05-11,0,416
Problems in General Physics IE Irodov Q.1.7 Two swimmers leave point A on one bank of the river to,07:33,https://www.youtube.com/watch?v=TY-HrS8z8xE,506,12283,2021-05-11,50,453
Problems in General Physics IE Irodov Q.1.6 A ship moves along the equator to the east with velocit,08:54,https://www.youtube.com/watch?v=2btWi3daCR0,382,11067,2021-05-10,39,534
✊ Thanks To Our Student ROHIT RAJ For Sending Us This Meme | #TrueRevolutionByTeamCOMPETISHUN,01:15,https://www.youtube.com/watch?v=llyWGVJNB5o,3010,33846,2021-05-10,195,75
"Problems in General Physics IE Irodov Q.1.5 Two particles 1 and 2, move with constant velocities v1",11:36,https://www.youtube.com/watch?v=vM0hqfdoM1c,580,12986,2021-05-10,53,696
Problems in General Physics IE Irodov Q.1.4 A point moves rectilinearly in one direction.,13:11,https://www.youtube.com/watch?v=11ddkhiBX7Q,713,16336,2021-05-09,68,791
"Problems in General Physics IE Irodov Q.1.3 A car starts moving rectilinearly, first with accelera",13:13,https://www.youtube.com/watch?v=eXRvEArjtW4,830,21089,2021-05-09,86,793
Problems in general physics IE Irodov Q.1.2 A point traversed half the distance with v,05:14,https://www.youtube.com/watch?v=sc0ALhFQyZE,724,21964,2021-05-08,0,314
Problems in general physics IE Irodov Q.1.1 A motorboat going downstream overcame,14:58,https://www.youtube.com/watch?v=jHz0MQfT5Z8,2595,67581,2021-05-08,239,898
"Batch Launch|Praveen IV, Prabal & Distance Learning material(DLP)| Competishun Best online Institute",39:28:00,https://www.youtube.com/watch?v=KTCUpws4RY4,1254,32869,2021-05-07,253,142080
IIIT Hyderabad| UGEE exam SPEC and different ways to get into IIITH| JEE main KVPY Olympiad to IIITH,27:03:00,https://www.youtube.com/watch?v=U2Mk4aXvmII,2041,47433,2021-05-04,160,97380
JEE main 2021 May attempt postponed meme| Just for fun| Take care of your health n studies| #SHORTS,00:37,https://www.youtube.com/watch?v=To1cNuM5QDc,2025,31845,2021-05-04,145,37
The most important quality of a Topper| Difference between Rankers & an average student| #Shorts,01:01,https://www.youtube.com/watch?v=1lnAPMKBVLY,2655,33244,2021-05-02,180,61
Chapter sequence for students who are studying from our youtube channel meme| all  in description,01:52,https://www.youtube.com/watch?v=8annUQOoeXg,1565,26136,2021-04-29,154,112
Early Morning Study Vs Late Night Study | IIT-JEE/NEET Preparation strategy and Tips by Mohit Tyagi,07:45,https://www.youtube.com/watch?v=5NSWaSbMNf8,3221,47350,2021-04-27,276,465
Chemistry Chapter Sequence of 11th Class | Strategy for JEE 2023 |,11:36,https://www.youtube.com/watch?v=6LfFksBSxCM,1471,50604,2021-04-26,96,696
Chapter Sequence for IIT-JEE 2023 Preparation |Study frm Youtube 4 FREE frm  best online coaching,14:57,https://www.youtube.com/watch?v=uy20zTQ1VT4,3122,103996,2021-04-24,180,897
Exams Postponed | Should I Prepare for JEE 2021 or Take Drop (now/After Exam)|JEE Mains Strategy,03:03,https://www.youtube.com/watch?v=msCsku0dz3A&pp=0gcJCYsJAYcqIYzv,1270,16174,2021-04-24,156,183
Strategy For JEE-2023 | Chapter Sequence of 11th Class | Complete Roadmap for JEE 2023 |#COMPETISHUN,26:48:00,https://www.youtube.com/watch?v=R7lz7h-dAaE,2073,50578,2021-04-23,186,96480
Questions from problems in general physics Irodov that should be done for IIT advanced| IIT JEE,23:19,https://www.youtube.com/watch?v=a5fuhfYwUvQ,8128,174373,2021-04-22,357,1399
Just 4 Fun | Big Coaching Mafias Vs Competishun-Best Online institute 4 IIT JEE and NEET Preparation,03:14,https://www.youtube.com/watch?v=mXR8OjTiLn4,2568,33982,2021-04-22,339,194
Dropper's Chapter Sequence for Chemistry| JEE 2022| IIT advanced|  Chapter plan for repeater,17:57,https://www.youtube.com/watch?v=bjrEwWq2wMA,1617,49222,2021-04-21,89,1077
Dropper's Chapter Sequence for Physics| JEE 2022| IIT advanced|  Chapter plan for repeater,17:08,https://www.youtube.com/watch?v=ztpVChnH9h0,1977,54812,2021-04-20,150,1028
Dropper's Chapter Sequence for Mathematics|How to Study From Youtube for FREE| JEE 2022 Best Channel,37:23:00,https://www.youtube.com/watch?v=b8KiZ0ZUPAQ,3954,101056,2021-04-19,307,134580
Best YouTube Channels for IIT-JEE And NEET @Mohit Tyagi​ @Competishun-NEET​ |Cred Meme| Ns sir ABJ,00:53,https://www.youtube.com/watch?v=dD-p4kDjT9A,1663,20696,2021-04-16,176,53
Will JEE Mains April 2021 Be Postponed? What Students Should Do? Board Exams Postponed,05:47,https://www.youtube.com/watch?v=PsEwiJBPyAg,3344,52138,2021-04-14,246,347
Best Strategy For JEE Advanced 2021 | JEE Advanced 2021 Strategy By Team Competishun |,39:12:00,https://www.youtube.com/watch?v=-NkKfMl0knE,2859,56306,2021-04-12,169,141120
Engineering Entrance Exam Other Than JEE | Colleges Other Than IIT and NIT |Colleges Other Than JEE,14:39,https://www.youtube.com/watch?v=z5Gea85cNDY,2723,54211,2021-04-07,218,879
Chapter Sequence for Class XII  Best Strategy for #JEE2022 | How to study effectively from YouTube,36:30:00,https://www.youtube.com/watch?v=OgpJNXFgxd0,4908,144916,2021-04-02,243,131400
Chapter Sequence of PHYSICS to be followed for class 12th students | Target JEE Main 2022 IIT Adv|,18:38,https://www.youtube.com/watch?v=xnhDMQzFc9c,4673,159891,2021-04-01,179,1118
Chapter Sequence of Chemistry to be followed for class 12th students | Target JEE Main 2022 IIT Adv|,11:22,https://www.youtube.com/watch?v=MJBWB_P5ayo,2569,91853,2021-03-30,141,682
Disappointed with the JEE Main March Result | Improve your percentile in April Attempt | NTA |,08:36,https://www.youtube.com/watch?v=pnaxajAfoeA,1222,13901,2021-03-26,135,516
Announcement for PRAVEEN-II Batch for Class 12th Passed Students |Target JEE Main/Advanced 2022,00:40,https://www.youtube.com/watch?v=QkU04CoG5eg,316,8036,2021-03-25,76,40
Announcement for PRAKHAR-II Batch for Class XI to XII Moving Students |Target JEE Main/Advanced 2022,00:35,https://www.youtube.com/watch?v=XcWKA3njzLE,231,4210,2021-03-24,38,35
New Batch Announcement for IIT- JEE 2022 | XI to XII Moving/12th Passed Students |,24:57:00,https://www.youtube.com/watch?v=NGlv0EKJNk4,839,17489,2021-03-24,242,89820
Last Lap Live| Best Revision plan for JEE main 2021| April May attempts| Rank boosting course,13:22,https://www.youtube.com/watch?v=r1OojO0jAwM,1996,33051,2021-03-23,196,802
5 Vernier caliper | Least count | How to use | Error and measurements | IIT advanced  JEE main,01:29:31,https://www.youtube.com/watch?v=E3tl_0_mT04,1946,68384,2021-03-21,187,5371
Feb-March Attempt Ruined | Should I take Drop OR prepare for April/May | JEE Main 2021 |,03:57,https://www.youtube.com/watch?v=VTPkvphesUU,1802,24327,2021-03-20,333,237
MATHS SOLUTION|JEE MAIN 2021| 18th march 2nd shift|BY ROHITASH SONI SIR |COMPETISHUN,01:50:00,https://www.youtube.com/watch?v=fbuhhfPZOrI,114,2860,2021-03-20,8,6600
chemistry solution |JEE MAIN 2021|18th march evening | COMPETISHUN|BY ALK SIR & NS SIR,35:17:00,https://www.youtube.com/watch?v=GXLFbLxdFCg,146,3213,2021-03-20,19,127020
Solving JEE Main 2021(March Attempt) Question within One Minute Using Trick | Must Watch | #Shorts,00:59,https://www.youtube.com/watch?v=NTQl4-Q6Ef4&pp=0gcJCYsJAYcqIYzv,845,15974,2021-03-20,105,59
18th March Shift 2|JEE MAIN 2021 Memory Based Physics Paper Solutions  | Competishun,01:02:03,https://www.youtube.com/watch?v=kKPIRj82W0k,117,3172,2021-03-19,19,3723
Solving Tough JEE Main 2021 Question within One Minute Using Trick | Must Watch | #Shorts,01:00,https://www.youtube.com/watch?v=IHDcafixWio,840,14399,2021-03-19,87,60
Solving Tough JEE Main 2021 Question within One Minute Using Trick | Must Watch | #Shorts,01:00,https://www.youtube.com/watch?v=IHDcafixWio,1158,18534,2021-03-18,116,60
Solving Tough JEE Main 2021 Question within One Minute Using Trick | Must Watch | #Shorts,01:00,https://www.youtube.com/watch?v=IHDcafixWio,1629,27822,2021-03-17,185,60
18th March Shift 1|JEE MAIN 2021 Memory Based Chemistry Paper Solutions  | Competishun,35:53:00,https://www.youtube.com/watch?v=KYyROwjCNtk,81,2484,2021-03-19,14,129180
17th March Shift 2|JEE MAIN 2021 Memory Based Chemistry Paper Solutions  | Competishun,36:45:00,https://www.youtube.com/watch?v=4LEUAToU9iA,173,3918,2021-03-19,11,132300
18th March Shift 1|JEE MAIN 2021 mathematics solutions by Rajat Jain Sir |JEE MAIN 2021| Competishun,01:11:34,https://www.youtube.com/watch?v=DMIjfpa5-A8,106,2993,2021-03-19,32,4294
18th March Shift 1 | JEE MAIN 2021 PHYSICS Solutions by Manish Jha Sir  | Competishun |,01:12:13,https://www.youtube.com/watch?v=FI7AUWjVCjg,83,2283,2021-03-19,15,4333
17th March Shift 2|JEE MAIN 2021 memory based physics solutions by Anshul Goyal Sir | Competishun,01:25:27,https://www.youtube.com/watch?v=9BYuR0D0lec,79,2209,2021-03-18,15,5127
17th March Shift 1|JEE MAIN 2021 memory based chemistry solutions by Kamesh Sir | Competishun,41:37:00,https://www.youtube.com/watch?v=s16HOsTl8lM,43,1414,2021-03-18,2,149820
17th March Shift 2|JEE MAIN 2021 memory based mathematics solutions by Rohitash Sir | Competishun,01:41:09,https://www.youtube.com/watch?v=_nix4NvtOQM,66,1848,2021-03-18,6,6069
Solving Tough JEE Main 2021 Question within One Minute Using Trick | Must Watch | #Shorts,00:46,https://www.youtube.com/watch?v=UTb2m7Wd-Yw,840,14399,2021-03-19,87,46
Solving Tough JEE Main 2021 Question within One Minute Using Trick | Must Watch | #Shorts,00:46,https://www.youtube.com/watch?v=UTb2m7Wd-Yw,1158,18534,2021-03-18,116,46
Solving Tough JEE Main 2021 Question within One Minute Using Trick | Must Watch | #Shorts,00:46,https://www.youtube.com/watch?v=UTb2m7Wd-Yw,1629,27822,2021-03-17,185,46
17th March Shift 1|JEE MAIN 2021 mathematics solutions by Rajat Jain Sir |JEE MAIN 2021| Competishun,01:27:34,https://www.youtube.com/watch?v=F8RzR77NBg0,118,3082,2021-03-18,14,5254
16th March Shift 2 | JEE MAIN 2021 Chemistry Solutions by ALK Sir & NS Sir  | Competishun |,45:44:00,https://www.youtube.com/watch?v=JfxH2rJ5mkc,199,4565,2021-03-17,19,164640
17th March Shift 1 | JEE MAIN 2021 PHYSICS Solutions by Manish Jha Sir  | Competishun |,01:06:42,https://www.youtube.com/watch?v=GGn8vhF2fM8,87,1866,2021-03-17,10,4002
16th March Shift 2 |JEE MAIN 2021 physics solutions by Anshul Goyal Sir  |JEE MAIN 2021| Competishun,01:34:03,https://www.youtube.com/watch?v=WkSQ-0OIQF8,90,2705,2021-03-17,13,5643
Solving Tough JEE Main 2021 Question within One Minute Using Trick | Must Watch | #Shorts,01:00,https://www.youtube.com/watch?v=f1mm1AketOk,840,14399,2021-03-19,87,60
Solving Tough JEE Main 2021 Question within One Minute Using Trick | Must Watch | #Shorts,01:00,https://www.youtube.com/watch?v=f1mm1AketOk,1158,18534,2021-03-18,116,60
Solving Tough JEE Main 2021 Question within One Minute Using Trick | Must Watch | #Shorts,01:00,https://www.youtube.com/watch?v=f1mm1AketOk,1629,27822,2021-03-17,185,60
16th March Shift 2|JEE MAIN 2021 maths solutions by Rohitash soni Sir |JEE MAIN 2021| Competishun,01:02:31,https://www.youtube.com/watch?v=SKLFmZKNkyY,158,4436,2021-03-17,15,3751
16th March Shift 1|JEE MAIN 2021 physics solutions by Manish Jha Sir |JEE MAIN 2021| Competishun,01:15:18,https://www.youtube.com/watch?v=Iqe8kQ0st_Q,171,3936,2021-03-17,14,4518
16th March Shift 1|JEE MAIN 2021 mathematics solutions by Rajat Jain Sir |JEE MAIN 2021| Competishun,02:14:35,https://www.youtube.com/watch?v=bZ6TEn-Wgfs,280,6728,2021-03-17,19,8075
solutions of memory based paper|16th march 2021|morning shift| chemistry| jee main 2021|competishun,50:15:00,https://www.youtube.com/watch?v=dp6bUZXd7sU,273,5089,2021-03-16,27,180900
Phy Q-6 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,01:57,https://www.youtube.com/watch?v=DBrZMdhToZ0,70,2456,2021-03-16,6,117
Phy Q-5 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,02:42,https://www.youtube.com/watch?v=6-P2dBhmKZs,85,2242,2021-03-16,1,162
Maths Q-2 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,02:22,https://www.youtube.com/watch?v=3DFGJsrGwZY,92,2456,2021-03-16,11,142
Maths Q-1 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,04:26,https://www.youtube.com/watch?v=5P1jrS3Rzlk,75,2514,2021-03-16,8,266
Chem Q-11 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,02:01,https://www.youtube.com/watch?v=UkP8ZhtqztM,39,1225,2021-03-16,2,121
Chem Q-10 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,01:51,https://www.youtube.com/watch?v=JX5R5yvOG9g,39,968,2021-03-16,4,111
Chem Q-9 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,02:14,https://www.youtube.com/watch?v=QJB4Eka4GTU,28,1107,2021-03-16,3,134
Chem Q-8 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,01:43,https://www.youtube.com/watch?v=ZXWyrkmXc6w,26,950,2021-03-16,1,103
Phy Q-4 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,02:56,https://www.youtube.com/watch?v=cbegO8FNWsQ,52,1614,2021-03-16,5,176
Chem Q-5 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,03:59,https://www.youtube.com/watch?v=NfTve_BNnKA,57,1292,2021-03-16,2,239
Phy Q-3 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,02:47,https://www.youtube.com/watch?v=_YPrdRRYffY,59,2240,2021-03-16,4,167
Chem Q-4 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,03:20,https://www.youtube.com/watch?v=rsH_9htpTsM,86,2394,2021-03-16,4,200
Chem Q-1 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,01:49,https://www.youtube.com/watch?v=3vi6fMvzbjs,82,2785,2021-03-16,3,109
Phy Q-2 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,03:54,https://www.youtube.com/watch?v=uKbszPyGS1o,56,1956,2021-03-16,3,234
Phy Q-1 | Video Solutions of JEE Main 2021 March Attempt | Memory Based | 16 March-Morning Shift |,02:41,https://www.youtube.com/watch?v=vzbDwuAkE-8,129,4265,2021-03-16,16,161
#short|How to manage Practical exam days in school with JEE main examination period| tips by ns sir,01:00,https://www.youtube.com/watch?v=6NTcoQDyzGs&pp=0gcJCYsJAYcqIYzv,446,6412,2021-03-13,37,60
4 Screw gauge | Least count | Zero error | Examples of screw gauge | JEE main | IIT advanced,01:52:01,https://www.youtube.com/watch?v=-uwUP0z2EYQ,2608,87037,2021-03-12,225,6721
3-Testimonial By our YouTube Student Harshit Agarwal Who Secured 99.79 percentile in JEE Main 2021 |,01:13,https://www.youtube.com/watch?v=s8eq2GyemtA&pp=0gcJCYsJAYcqIYzv,1215,19909,2021-03-12,72,73
Celebration of Success of COMPETISHUN Students in JEE Main 2021 Feb Attempt | Must Watch |,03:09,https://www.youtube.com/watch?v=JWeR23EyCkU,1437,24898,2021-03-11,120,189
JEE Main 2021 February Result | Competishun Rocks | Must Watch |,03:16,https://www.youtube.com/watch?v=RsGDftJtQFo,1628,25565,2021-03-10,347,196
KVPY SX 2020 mathematics solutions by Rajat Jain Sir | KVPY 2021| Competishun | video solution |,02:43:14,https://www.youtube.com/watch?v=Q6Uma0pLGfw,218,6343,2021-03-09,21,9794
Decode percentile of JEE main 2021 February attempt result| Convert percentile into rank| calculate,15:16,https://www.youtube.com/watch?v=OuMAIgPFzHg,1433,37971,2021-03-09,167,916
Get Best FREE Quality Revision Package | Share Your NTA Score/Percentile In JEE Main 2021 |,05:50,https://www.youtube.com/watch?v=5770sfD2ieg,2007,27964,2021-03-09,415,350
Result announcement soon | How Marks of Dropped/Bonus Questions Can Be Given | JEE Main 2021 Result,05:57,https://www.youtube.com/watch?v=2uC4IdozKIs,3471,53156,2021-03-08,488,357
Don't procrastinate or delay your studies by waiting for JEE main 2021 February  attempt| #SHORTS,01:15,https://www.youtube.com/watch?v=QhkDMlgp2xM,775,9162,2021-03-08,41,75
KVPY SX 2020 physics solutions by Avinash Sir | KVPY 2021| Competishun| video solution |,03:20:59,https://www.youtube.com/watch?v=F3XDB79p0iA&pp=0gcJCYsJAYcqIYzv,221,5530,2021-03-06,20,12059
Eyes strain compromised my performance in JEE main 2021 Feb | Strategy for March| Improve #SHORTS,00:59,https://www.youtube.com/watch?v=3ImpCwMHDP4,1020,15716,2021-03-05,160,59
Method To Avoid Calculations Mistake In JEE Main 2021 | Tips By ALK Sir | #Shorts,01:00,https://www.youtube.com/watch?v=ArmixDYI7GE&pp=0gcJCYsJAYcqIYzv,648,9994,2021-03-05,47,60
Free education is right of all | Corporates can't suppress this campaign| JEE    | NEET competishun,16:51,https://www.youtube.com/watch?v=nsahDEGFoug,3358,31394,2021-03-03,642,1011
How to check answer key | How to challenge answer of JEE Main 2021 Feb attempt | March form filling,08:17,https://www.youtube.com/watch?v=e1poEZUVbZc&pp=0gcJCYsJAYcqIYzv,619,25066,2021-03-02,458,497
Know all about BITS | BITSAT 2021 preparation tips| All you need to know & How to crack it?,21:44,https://www.youtube.com/watch?v=WCiUS7S4k1s,2114,39407,2021-02-28,265,1304
How to prepare for JEE main March attempt| What to revise?| Improve your percentile in next attempts,17:47,https://www.youtube.com/watch?v=BdMKuX3p0KM,1693,23864,2021-02-27,211,1067
JEE Main 2021 Memory Based Solutions (CHEMISTRY) 26 February (Shift-2) | Evening Shift |,43:53:00,https://www.youtube.com/watch?v=vKFJSbUvkdI,101,2966,2021-02-27,11,157980
JEE Main 2021 Memory Based Solutions (MATHEMATICS) 26 February (Shift-2) | Evening Shift |,01:12:36,https://www.youtube.com/watch?v=22Zy5UWyfdA,174,5413,2021-02-27,23,4356
JEE Main 2021 Memory Based Solutions (PHYSICS) 26 February (Shift-2) | Evening Shift |,49:42:00,https://www.youtube.com/watch?v=D79toY37BHQ,120,3293,2021-02-27,15,178920
JEE Mains 2021 Percentile System | How NTA Normalization works| How final rank is calculated| ABJsir,28:26:00,https://www.youtube.com/watch?v=lc1vL2_XwVE&pp=0gcJCYsJAYcqIYzv,1971,53125,2021-02-27,203,102360
JEE Main 2021 Solutions (PHYSICS) 26 February (Shift-1) |Morning Shift | answer key| competishun,46:12:00,https://www.youtube.com/watch?v=Mkbv8zQfPFo,154,4620,2021-02-27,24,166320
JEE Main 2021 Feb Attempt Complete | What Next ? |  How to Score Big In March Attempt ?,21:15,https://www.youtube.com/watch?v=5_cwNeds2DE,1779,25259,2021-02-26,221,1275
JEE Main 2021 Solutions (CHEMISTRY) 26 February (Shift-1) |Morning Shift | answer key| competishun,37:54:00,https://www.youtube.com/watch?v=0t7PtcPHzQY&pp=0gcJCYsJAYcqIYzv,122,3357,2021-02-26,5,136440
JEE Main 2021 Solutions (MATHEMATICS) 26 February (Shift-1) |Morning Shift | answer key| competishun,01:17:23,https://www.youtube.com/watch?v=xFL1oQT1Gaw,172,4841,2021-02-26,30,4643
JEE Main 2021 Solutions (CHEMISTRY) 25 February (Shift-2) |Evening Shift | answer key| competishun,39:52:00,https://www.youtube.com/watch?v=cOxTxtTP7iI,155,4572,2021-02-26,20,143520
JEE Main 2021 Solutions (PHYSICS) 25 February (Shift-2) |Evening Shift | answer key| competishun,01:01:51,https://www.youtube.com/watch?v=_lhNQMDF2vI,101,2979,2021-02-26,24,3711
JEE Main 2021 Solutions (MATHEMATICS) 25 February (Shift-2) |Evening Shift | answer key| competishun,53:16:00,https://www.youtube.com/watch?v=ScEfpwSZAsw,135,2890,2021-02-26,12,191760
🔴 Student LIVE Reactions- 26-2-21_ Shift-1 (Morning Shift) JEE Main 2021 | 26th February JEE Paper,06:36,https://www.youtube.com/watch?v=6OWqpzdzCVc,801,20479,2021-02-26,117,396
How to Submit Answers of Numerical Type Questions in JEE Main 2021 (Feb Attempt) | Tips by ALK Sir |,01:21,https://www.youtube.com/watch?v=J6erF7BrkoM,692,17944,2021-02-26,214,81
JEE Main 2021 Solutions (PHYSICS) 25 February (Shift-1) | Morning Shift | answer key| competishun,01:10:46,https://www.youtube.com/watch?v=XhXhdceNn0A,288,6539,2021-02-25,48,4246
JEE Main 2021 Solutions (MATHEMATICS) 25 February (Shift-1) | Morning Shift |,37:35:00,https://www.youtube.com/watch?v=ZgS_-FRORow,557,12397,2021-02-25,40,135300
JEE Main 2021 Solutions (CHEMISTRY) 25 February (Shift-1) | Morning Shift |,48:17:00,https://www.youtube.com/watch?v=PDKS73ttTyk,465,10713,2021-02-25,48,173820
JEE Main 2021 Solutions (CHEMISTRY) 24 February (Shift-2) | Evening Shift |,32:38:00,https://www.youtube.com/watch?v=rkXIZR0umWo,462,11535,2021-02-25,52,117480
JEE Main 2021 Solutions (PHYSICS) 24 February (Shift-2) | Evening Shift |,01:06:59,https://www.youtube.com/watch?v=-4kaw06t8x0,288,7041,2021-02-25,38,4019
JEE Main 2021 Solutions (Mathematics) 24 February (Shift-2) | Evening Shift |,28:33:00,https://www.youtube.com/watch?v=Nw5r9aQKvGw&pp=0gcJCYsJAYcqIYzv,468,11036,2021-02-25,39,102780
🔴 Student LIVE Reactions- 25-2-21_ Shift-1 (Morning Shift) JEE Main 2021 |,12:56,https://www.youtube.com/watch?v=kJnYDh7hRuU&pp=0gcJCYsJAYcqIYzv,1092,20269,2021-02-25,136,776
7 Ph of Mixture of Strong Acid And Strong Base | IIT Advanced | JEE Main | Chemistry Class 11,17:50,https://www.youtube.com/watch?v=l1NJPCk9PRQ,988,33996,2021-02-25,0,1070
6 PROBLEMS ON MIXTURES | MOLE CONCEPT | Chemistry By  ALK Sir | IIT JEE Main and Advanced,41:28:00,https://www.youtube.com/watch?v=3F-9UfHxntY,2838,103848,2021-02-25,189,149280
Student LIVE Reactions- 24-2-21_ Shift-1 JEE Main 2021 | Must Watch |,32:11:00,https://www.youtube.com/watch?v=Y-YoewHo64g,796,14286,2021-02-24,55,115860
JEE Main Admit Card 2021 | Self Declaration (UNDERTAKING) Form | Important Instructions on COVID-19,06:27,https://www.youtube.com/watch?v=mMypVf1jwtY,1095,21106,2021-02-22,138,387
"All The Best For JEE Main 2021 By Team Competishun | Score Big ,Tension Free",05:02,https://www.youtube.com/watch?v=uA3peEUVojY,4265,26332,2021-02-21,982,302
3 Examples of error and measurement | Least count | IIT advanced | JEE main | Revision by PYQ,01:09:48,https://www.youtube.com/watch?v=4vg_P4VLQMc,1753,60081,2021-02-19,123,4188
2 Absolute error | Percent error | Fractional error | Error and measurement | IIT advanced,01:26:33,https://www.youtube.com/watch?v=jEcwsco05DY,1932,75687,2021-02-19,134,5193
Strategy to Score 100% in Numerical Type Questions in JEE Main 2021 | Tips by ALK Sir | #Shorts,01:19,https://www.youtube.com/watch?v=PCC1MVv0wKI,856,10943,2021-02-19,52,79
1 Significant figures | Significant numbers | Error and measurement | IIt advanced | JEE main,01:21:19,https://www.youtube.com/watch?v=YQF693fShpo,3212,133501,2021-02-19,174,4879
How Much Tough Feb JEE #Main2021 Will Be? Tips by Mohit Tyagi Sir | Preparation Strategy |#Shorts,01:43,https://www.youtube.com/watch?v=1WlHMA3ssdk,1720,15664,2021-02-18,175,103
KVPY SA 2020 mathematics solutions by Rajat Sir| KVPY 2021| Competishun| video solution,01:56:32,https://www.youtube.com/watch?v=mypMZWRTpzQ,298,9081,2021-02-16,23,6992
"Pawri Hori Hai meme | Stress Buster funny clip- JEE Main, Board, NEET |  pavri mashup| Competishun",00:58,https://www.youtube.com/watch?v=GM0bA7XMRxU,7730,136870,2021-02-15,1327,58
KVPY SA 2020 physics solutions by ABJ sir| KVPY 2021| Competishun| video solution,02:14:59,https://www.youtube.com/watch?v=FwmZ6TwCvbk,450,8881,2021-02-15,75,8099
KVPY SX 2020 Solution| CHEMISTRY| KVPY paper| ALK sir| NS sir| Competishun- Best YouTube channel JEE,01:12:00,https://www.youtube.com/watch?v=nP3I-Wk_bcQ,337,7746,2021-02-13,30,4320
KVPY SA 2020 Solution | CHEMISTRY |KVPY 2021| ALK sir| NS sir| Competishun-Best YouTube channel JEE,46:00:00,https://www.youtube.com/watch?v=wiORiQINesw,219,5958,2021-02-13,12,165600
Hard Work Beats Talent - YOU Can Win! Don't Quit | Powerful Motivation by ABJ Sir | JEE Main 2021,08:07,https://www.youtube.com/watch?v=6yP5qsCX_eg,3110,38125,2021-02-12,229,487
How To Handle Anxiety And Manage Proper Sleep | JEE Main 2021| Tips By ALK Sir | NTA| #Shorts,01:15,https://www.youtube.com/watch?v=jFlsz8-oh0E,368,3934,2021-02-11,26,75
मन लगा कर कैसे पढ़ें |  Motivation Tips by NS Sir | JEE MAIN 2021 | #Shorts,01:37,https://www.youtube.com/watch?v=FW8TPoYFipE,552,5344,2021-02-11,34,97
FREE/Paid - Revision Package For JEE 2021/Batches for JEE 2022/23 |Best Online IIT youtube channel,17:38,https://www.youtube.com/watch?v=FJnGGu2VGBc,1573,27589,2021-02-10,242,1058
3 MECHANICAL PROPERTIES OF SOLID | ELASTICITY | Stress Strain Curve | Stress Strain Graph,01:09:04,https://www.youtube.com/watch?v=ALPt4FYsq3o,2031,76979,2021-02-10,177,4144
2 Advanced examples of elasticity | Elastic potential energy | Elasticity | IIT advanced,01:10:34,https://www.youtube.com/watch?v=LkyQ64xk08U,2218,85785,2021-02-09,177,4234
1 Strain | Stress | Young's modulus | Elasticity | Properties of solids | IIT advanced | JEE main,59:43:00,https://www.youtube.com/watch?v=NBSoYmsPiNI,3111,132282,2021-02-09,198,214980
Combat last moment burnout | Tips by ALK Sir | JEE Main 2021 | NTA #shorts,02:29,https://www.youtube.com/watch?v=9gz1AWpcU-Q,811,8074,2021-02-08,62,149
True Revolution Free -Iit-Jee/Neet Kota Coaching at Home | Main/Advanced | How to study from youtube,26:44:00,https://www.youtube.com/watch?v=pkfu8gpv_Dw,9851,286983,2021-02-07,1097,96240
3 Contact angle | Capillarity | Capillary action | Surface tension | IIT advanced | Physics 11,01:31:41,https://www.youtube.com/watch?v=2_QKiNsvrpA,2049,70572,2021-02-07,205,5501
2 Surface energy | Excess pressure in soap bubble and cylindrical surface | IIT advanced,01:36:47,https://www.youtube.com/watch?v=-ClQJTChyOo,2138,78550,2021-02-06,180,5807
